id,order number,probe,network_status,expense_type,children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,val1,val2,val3,val4,action
probe_72_314ad5e6-0423-438d-b44f-1aa0722892c0,72,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,2,0,2,Salaried,3601,No,Owns,6,14,29,75,50,30,0,75
probe_6579_68d504b7-8252-4c0d-9f03-e755bcc31bc8,6579,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,2,2,3,Bonus,2909,Yes,Rents,45,60,80,50,60,70,80,70
probe_3117_d4448f87-eb3f-46ef-b5cb-5adf4f4dc533,3117,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,1,0,Hourly,2563,Yes,Rents,8,2,25,1600,600,200,0,1600
probe_11637_b8615af0-2f4e-4f2f-bdb9-eb8d5bfdcbf1,11637,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,3,3,4,Bonus,4027,Yes,Rents,43,60,78,50,60,70,80,80
probe_4823_2c666092-13d6-4152-9434-23264c1d1408,4823,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,1,1,2,Hourly,2183,Yes,Owns,16,35,73,80,40,20,15,40
probe_4490_ee5dca51-f9eb-4ca6-988e-8dedb6002e6b,4490,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,4,4,4,Hourly,1019,Yes,Owns,59,75,77,80,40,20,15,20
probe_3034_3fa85ea2-91bf-491e-9aaa-52d519439d5b,3034,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,0,1,Salaried,2062,No,Rents,2,9,4,6450,4000,2000,1500,6450
probe_1423_48ce8c85-c231-48fb-8e05-c0ac25f9ac77,1423,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,0,0,0,Salaried,153,Yes,Owns,0,4,5,200,100,10,0,200
probe_9333_d041077b-d093-42bc-b388-4456f293abf2,9333,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,1,0,0,Hourly,3337,No,Rents,1,9,4,100,50,30,10,30
probe_4840_bb379689-7cd0-4d8b-a6af-f7ca9bdeb1c5,4840,DEDUCTIBLE,IN-NETWORK,COST IN $,1,2,0,0,Hourly,4350,No,Rents,7,16,37,1600,600,200,0,600
probe_7480_eff23b90-65d0-4cb2-90f9-f9b7adf22c2d,7480,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,4,3,3,Bonus,2639,No,Rents,36,60,78,200,40,25,0,25
probe_8482_d6a77fd6-0c93-4184-b3bc-3aafdaa5cacf,8482,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,0,2,0,1,Hourly,1596,Yes,Owns,11,13,27,6450,4000,1500,1000,4000
probe_9484_d09689b4-c2a8-44ef-b715-08c04d80df1f,9484,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,1,1,0,Bonus,4493,Yes,Owns,10,4,3,100,50,30,10,30
probe_9555_aea3ec25-5509-4f75-9a82-22a87710d37d,9555,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Bonus,2639,No,Rents,0,4,3,50,60,70,80,70
probe_10228_5ce24efd-ea49-4791-a89a-0b309936c7cb,10228,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,4592,Yes,Rents,9,7,9,1600,600,200,0,200
probe_1175_7a753cfc-f618-4331-8505-efab8a1e2539,1175,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,0,1,Hourly,2954,Yes,Owns,10,7,6,80,90,95,100,80
probe_4905_cf3f0f50-1c96-42da-9b71-1e227913e4ef,4905,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,0,1,0,Hourly,3252,Yes,Owns,4,1,9,80,90,95,100,80
probe_5281_59b37c09-c86c-4b77-937a-77e6435863fd,5281,DEDUCTIBLE,IN-NETWORK,COST IN $,2,3,1,3,Salaried,3601,No,Owns,17,31,54,1600,600,200,0,600
probe_7234_00daa5ba-9bce-4712-a28b-d0990c777232,7234,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,0,1,1,Hourly,3252,Yes,Owns,10,12,35,200,100,10,0,100
probe_6754_d18ec897-58d1-4c7d-9a18-a08f44023128,6754,DEDUCTIBLE,IN-NETWORK,COST IN $,2,0,1,1,Hourly,3252,Yes,Owns,10,12,35,1600,600,200,0,600
probe_415_45944446-fc8f-437c-b3cc-d27bc55c5acc,415,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,1,3,1,Bonus,2951,No,Owns,26,20,55,6450,4000,2000,1500,4000
probe_10349_8b2faa3d-5ea7-4263-957b-40a5b64a06aa,10349,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,2,3,2,Bonus,3085,No,Rents,23,24,64,50,60,70,80,80
probe_4096_aea4d732-928c-4405-95ad-58c952d845c8,4096,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,2,1,1,Hourly,4470,Yes,Owns,16,35,73,20,15,10,10,15
probe_5388_2a983a73-b951-4242-99d7-b354318f517e,5388,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,2,0,2,Bonus,4623,Yes,Owns,7,19,27,20,15,10,10,15
probe_5834_71b5e1a2-4782-4703-b6fa-e42289e05f13,5834,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,4,3,2,Hourly,2246,No,Owns,62,60,83,6450,4000,1500,1000,1500
probe_9642_0c9d7aa3-d090-4c74-85bf-e43f618e6ac8,9642,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,0,0,0,Bonus,2909,Yes,Rents,3,4,5,80,40,20,15,20
probe_5107_07e60dbd-a0f2-4aad-9a73-3ed52097b03f,5107,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,2,0,1,Bonus,4199,No,Owns,14,17,32,80,90,95,100,90
probe_7150_1a7630fd-b88a-4890-b313-0935d5a956d8,7150,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,4,3,4,3,Bonus,458,No,Rents,46,70,81,80,40,20,15,20
probe_1023_c1c34540-f25f-4bf1-b950-fa82eec0efbc,1023,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,0,0,0,Bonus,489,No,Rents,3,0,4,100,50,30,10,100
probe_5536_5ff1ed71-61f8-402e-bdf1-df76d32104d8,5536,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,2,4,3,Hourly,2299,Yes,Owns,54,64,80,80,40,20,15,20
probe_9223_67421028-8899-454f-9d89-cc41a3070774,9223,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,3,3,4,3,Bonus,3179,No,Rents,42,56,75,20,15,10,10,10
probe_10249_3bd1db34-bb35-44d2-a9ae-f0a6557d9b88,10249,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Bonus,2294,Yes,Owns,4,9,4,50,70,70,80,70
probe_6558_4c59dea1-1da2-474b-bb78-5d9336e08010,6558,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,1,3,2,1,Salaried,358,No,Rents,28,36,56,50,70,70,80,70
probe_7451_a6aec490-119b-4b1b-9388-12127e7e7f93,7451,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,1,1,0,Salaried,3352,Yes,Rents,6,19,27,50,70,80,100,70
probe_2634_dc0df860-1f54-4e15-8ac6-3fbd162c170c,2634,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,2,2,1,Salaried,1625,No,Owns,36,38,56,75,50,30,0,50
probe_6857_3c8ffac7-717d-437f-b050-3b0fa8e26551,6857,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,0,0,0,Salaried,153,Yes,Owns,5,15,31,80,90,95,100,90
probe_10021_4d32be8b-ab1a-42ea-ac06-9966a89f6f60,10021,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,2,1,1,Hourly,4470,Yes,Owns,16,35,73,80,40,20,15,15
probe_1231_01314a36-ffa5-4580-9cbb-dada9a48bc5c,1231,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Bonus,3409,Yes,Rents,6,3,4,80,90,95,100,80
probe_117_2e7b843e-b6ca-4d9c-8ea2-5fb5a6078c24,117,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,1,0,Hourly,2563,Yes,Rents,8,2,25,1600,600,200,0,1600
probe_2213_d8ff2af3-fbc6-41ff-a8f7-4f639419afe6,2213,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Bonus,1006,No,Owns,11,15,48,50,70,80,100,50
probe_1979_c20fdd5c-2c95-4b11-8263-7a43150ef9ce,1979,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,0,0,1,Bonus,381,No,Owns,2,6,13,75,50,30,0,75
probe_11113_bb901be8-1749-495f-87f7-4af12c87729a,11113,DEDUCTIBLE,IN-NETWORK,COST IN $,2,3,2,1,Bonus,3149,No,Owns,17,29,55,1600,600,200,0,0
probe_5800_405a90c6-2191-478b-b5d9-861cb2d4afc6,5800,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,4,4,4,Salaried,3042,Yes,Rents,37,60,80,6450,4000,1500,1000,1500
probe_4735_2dde0049-2703-4412-821e-c323396fbd3a,4735,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,3,3,3,4,Bonus,4027,Yes,Rents,43,60,78,1600,600,200,0,200
probe_9143_f3247cb1-e712-4065-84fd-711efe9a66a0,9143,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,3,3,2,2,Bonus,489,No,Rents,45,51,79,200,40,25,0,0
probe_7646_14b2a911-4f5b-49bf-b702-6e1afc31b086,7646,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,2,1,2,1,Bonus,2793,Yes,Owns,17,19,27,75,50,30,0,50
probe_11072_14e0c029-fd28-43ca-928c-9d3164d8909e,11072,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,2,1,Salaried,3954,No,Owns,6,12,28,1600,600,200,0,200
probe_10452_25a551ba-b20a-42ac-a43c-90b169325162,10452,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,1,1,3,Bonus,4027,Yes,Rents,21,31,54,200,100,10,0,0
probe_7024_d95aab1f-f599-4877-bc9a-8c0ea00d745c,7024,DEDUCTIBLE,IN-NETWORK,COST IN $,1,0,0,1,Salaried,4138,No,Owns,9,2,1,1600,600,200,0,600
probe_5977_5fd84092-7bc2-4c41-b3ab-4bf90a4ff7d6,5977,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,3,3,4,3,Salaried,1622,Yes,Rents,42,55,84,80,90,95,100,95
probe_2223_51deb6f4-fb2e-4c26-bad3-fb9f15332c56,2223,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,3,1,2,Hourly,176,Yes,Rents,23,43,57,80,40,20,15,40
probe_9847_ef3acfaa-d3bb-4a0e-885d-c0679ee16783,9847,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,3,2,1,Bonus,4493,Yes,Owns,39,31,54,1600,600,200,0,0
probe_1694_4e4352c3-f8fb-4b4c-9f6f-7995da35d07c,1694,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,3,2,3,Salaried,4742,No,Rents,35,65,80,6450,4000,2000,1500,4000
probe_11774_e4ccff90-3763-49cb-913a-64378c768c8e,11774,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,4,3,2,3,Hourly,3735,Yes,Owns,58,61,80,20,15,10,10,10
probe_9595_31515650-d8e4-48f8-9d33-d6267287133c,9595,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,0,1,1,Bonus,1962,No,Rents,0,7,9,200,40,25,0,25
probe_3445_c75284b2-a91f-4d7c-a123-235b7afc944f,3445,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,0,0,Salaried,792,No,Owns,12,12,35,50,70,80,100,70
probe_1076_773497f3-da13-4329-89b6-c3080b0546c2,1076,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,1,1,Hourly,2246,No,Owns,38,31,59,50,70,80,100,70
probe_2836_772f5af7-cbac-49ca-b41c-47f93e62b3c0,2836,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,1,1,Bonus,4493,Yes,Owns,18,14,29,1600,600,200,0,1600
probe_6428_6cee60a5-adaa-4519-bc4d-bcd63c23507b,6428,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,3,4,4,Hourly,1155,No,Rents,37,75,83,1600,600,200,0,200
probe_4539_5e32fe29-06b2-44f3-b3e7-87ff1e1d8ba9,4539,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Hourly,2384,No,Rents,1,7,6,50,60,70,80,50
probe_1629_e1b168c2-732d-46a8-a21a-1b473db25ad0,1629,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,0,1,0,Salaried,2852,Yes,Rents,6,16,31,75,50,30,0,75
probe_451_7adb1d70-07f9-4375-8fe3-db484e602719,451,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,1,1,Hourly,2183,Yes,Owns,6,15,48,50,60,70,80,50
probe_7571_900bf961-e58b-4fe5-9dcc-2c1d06d6e2be,7571,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,2,3,1,1,Hourly,2246,No,Owns,38,31,59,100,50,30,10,30
probe_2340_37d510c7-6cb2-4ad4-b0bd-ac886fe3ea54,2340,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,0,0,0,Salaried,153,Yes,Owns,5,15,31,80,40,20,15,80
probe_5297_edc04dde-fc41-49f0-917c-579376a88daa,5297,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,4,4,4,Salaried,3042,Yes,Rents,37,60,80,50,70,80,100,80
probe_3185_c0212b9c-1faa-4283-b10e-d9e2a54b81ad,3185,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,2,3,2,Bonus,1006,No,Owns,50,63,98,50,70,80,100,80
probe_3061_cb8e1dfc-2cb3-4117-9153-183340a518f9,3061,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,2,Bonus,381,No,Owns,8,16,39,50,70,70,80,70
probe_4875_b37fa42a-9876-4778-8d40-f6c0c08718eb,4875,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,3,4,2,3,Hourly,176,Yes,Rents,45,70,81,50,70,70,80,70
probe_11730_e1d7583b-79e8-4f5e-bc12-6dce1218f954,11730,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,1,1,0,Salaried,1625,No,Owns,16,16,31,75,50,30,0,30
probe_5355_01f95b8f-f367-4b49-b97b-b8757843244a,5355,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,2,2,Bonus,3409,Yes,Rents,30,29,55,50,60,70,80,60
probe_123_8930304a-b795-4f26-b0a4-6643c5cb7c77,123,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,3,4,2,3,Hourly,4519,Yes,Owns,48,75,77,80,90,95,100,90
probe_196_ae0f98b6-0901-46d4-a850-6264c4108f63,196,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,1,2,1,Hourly,152,Yes,Owns,34,38,64,6450,4000,1500,1000,4000
probe_10254_17d55e68-8b76-4d4a-8810-bea02662b3f6,10254,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,1,1,0,Salaried,1625,No,Owns,16,16,31,80,40,20,15,20
probe_1965_b612b0ab-6550-4803-9618-6916436d8592,1965,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,2,0,0,Hourly,4350,No,Rents,7,16,37,50,60,70,80,50
probe_8745_1f8f5c5c-b163-4902-ae68-af4af08b1b6f,8745,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,0,2,0,Bonus,1856,Yes,Rents,14,11,30,80,40,20,15,40
probe_7142_b8f22812-6b47-43df-b83b-fdc0f81f2768,7142,DEDUCTIBLE,IN-NETWORK,COST IN $,0,1,0,0,Hourly,2246,No,Owns,9,4,8,1600,600,200,0,600
probe_3025_e980dd40-b6e9-4bd9-8a93-e72e460088fe,3025,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,4,3,Salaried,4592,Yes,Rents,62,68,84,50,70,80,100,80
probe_4881_86280881-388a-4942-abfa-7e9b6bed47df,4881,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,2,3,1,1,Hourly,1178,No,Owns,15,24,64,80,90,95,100,90
probe_10633_c0a58911-14ac-4d1e-82db-bf86c48199cc,10633,DEDUCTIBLE,IN-NETWORK,COST IN $,1,3,1,1,Bonus,4199,No,Owns,33,40,57,1600,600,200,0,0
probe_7186_48cbcec2-5597-4678-9262-f69ad4440b05,7186,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,0,0,0,0,Bonus,1972,Yes,Owns,9,4,5,6450,4000,1500,1000,4000
probe_6977_a76299bc-9019-417f-83da-6faeb65fa4b4,6977,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,2,2,3,Salaried,3990,No,Rents,30,23,53,120,100,60,0,60
probe_11311_6bea3d7f-eedd-420a-899e-b87bca399b2b,11311,DEDUCTIBLE,IN-NETWORK,COST IN $,0,2,0,1,Hourly,3429,No,Rents,15,18,32,1600,600,200,0,200
probe_10752_d051aa8c-21ef-4ed1-9ccf-6f178a6f0e32,10752,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,0,2,2,2,Salaried,2240,Yes,Rents,15,20,35,6450,4000,1500,1000,1500
probe_6809_15af8ce7-9de0-4cb5-8c93-6144a4b9feff,6809,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,2,2,3,Bonus,2909,Yes,Rents,45,60,80,80,40,20,15,20
probe_3297_af8f0720-7f16-4919-aee2-c5a71d9ffb16,3297,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Salaried,1214,No,Owns,1,7,6,50,70,80,100,50
probe_901_60f24f84-a5f3-4cd7-9e39-3771795a7f04,901,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,2,1,0,Bonus,3149,No,Owns,6,14,30,100,50,30,10,100
probe_9314_00b6ef56-7001-433f-b640-7483a48f97de,9314,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,1,0,Hourly,2299,Yes,Owns,6,5,5,1600,600,200,0,200
probe_2597_0f8a0a52-d2ad-47a2-9c1b-49c5f00c1547,2597,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,3,1,3,1,Bonus,2951,No,Owns,26,20,55,1600,600,200,0,600
probe_3238_385490fd-cb62-48f1-b2db-945371c2331e,3238,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,0,0,Salaried,2852,Yes,Rents,1,5,5,50,60,70,80,50
probe_9536_f0900408-a699-4013-b18d-7431c4805cd4,9536,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,2,1,2,Bonus,861,No,Owns,34,26,75,6450,4000,1500,1000,1000
probe_9460_b7391a8f-155b-4519-b607-98c1424c1b41,9460,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,3,3,3,Salaried,3042,Yes,Rents,16,31,55,1600,600,200,0,0
probe_6030_0dd9eb10-6959-4398-a6f9-53142dc72a51,6030,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,0,1,Hourly,3289,No,Rents,15,12,39,80,90,95,100,90
probe_2010_56aade69-da4c-43d4-bea4-3ce503fe7089,2010,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,1,2,Bonus,4271,No,Rents,22,36,62,50,70,80,100,70
probe_8793_25930c60-34ec-451e-a7a4-446e57978b1f,8793,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,4,3,4,Hourly,2954,Yes,Owns,64,67,81,50,70,80,100,80
probe_3697_a91c42bf-9af6-4862-878b-4ad50f7eafb9,3697,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,3,3,4,Bonus,4027,Yes,Rents,43,60,78,80,40,20,15,20
probe_6159_aba9bd14-85be-4960-9985-371bbbf22b5d,6159,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Bonus,3149,No,Owns,1,3,4,1600,600,200,0,600
probe_4600_98ba2bed-18cf-49ea-b39c-bea6e06ed709,4600,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,1,1,Salaried,3990,No,Rents,6,1,2,50,60,70,80,50
probe_4260_1dc0e0d7-51b8-4c66-b435-fc07bc2ee27b,4260,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,2,1,1,Bonus,3643,No,Rents,35,26,75,6450,4000,2000,1500,4000
probe_10739_d537c670-3ecb-4c1a-a4fb-65c0e161517c,10739,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,2,3,3,Bonus,3409,Yes,Rents,54,58,79,50,70,80,100,100
probe_781_16780271-442a-43e9-92ff-0e66f8e6533f,781,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,1,2,0,Salaried,4539,No,Owns,10,20,34,200,100,10,0,200
probe_7948_d1b713d6-f774-473a-9641-a9fe00d5b0f7,7948,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,2,1,2,1,Bonus,2793,Yes,Owns,17,19,27,50,70,70,80,70
probe_5398_b1fcfad7-1638-499f-8063-9d2c4507b709,5398,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,1,0,Hourly,2299,Yes,Owns,6,5,5,50,70,70,80,50
probe_5512_2ed937e5-16fe-475c-9c80-876415d69800,5512,DEDUCTIBLE,IN-NETWORK,COST IN $,3,1,3,2,Salaried,4038,Yes,Rents,28,36,62,1600,600,200,0,600
probe_6316_2a29141b-c566-4fdf-b642-3ff8dd6b62cf,6316,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,3,3,3,2,Hourly,4605,Yes,Rents,46,65,88,6450,4000,1500,1000,1500
probe_5094_eb99b642-c0a2-40c3-aab4-b3c2b11e867d,5094,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,3,1,2,3,Bonus,144,Yes,Owns,24,47,55,120,100,60,0,100
probe_10560_af6a60f2-74a9-44a3-966d-f5e1caa3d66a,10560,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,4,4,3,2,Salaried,4671,Yes,Rents,57,53,77,120,100,60,0,0
probe_9799_12d95735-0268-436b-857f-19d8a85ac61f,9799,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,0,0,Hourly,4350,No,Rents,7,16,37,1600,600,200,0,200
probe_3664_b9765470-2412-4330-90da-f50975f01b68,3664,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,0,1,0,Salaried,2175,No,Owns,8,10,8,80,40,20,15,80
probe_2846_f643bf30-02ea-455d-85cb-f233f0d7cd5b,2846,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,2,0,Hourly,4144,No,Owns,9,13,26,1600,600,200,0,1600
probe_4327_3252aeb2-b1da-48b3-86bd-2bf62c6f17f6,4327,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,1,2,1,Bonus,1248,Yes,Rents,18,49,60,200,40,25,0,40
probe_5239_7b5356cd-26ba-4f67-b32d-9e5e9dab1562,5239,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,0,1,1,Hourly,2183,Yes,Owns,6,15,48,20,15,10,10,15
probe_7790_e263c21d-31f8-464c-bf94-dff8763cbb66,7790,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,3,3,3,Salaried,3042,Yes,Rents,16,31,55,100,50,30,10,30
probe_3743_c8ec2cf7-1ded-4d81-b81a-699883b5036f,3743,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,1,0,Salaried,1622,Yes,Rents,2,1,9,1600,600,200,0,1600
probe_8708_1a3a2490-2695-42f6-b51e-2eb53e06e11c,8708,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,1,0,2,Salaried,2062,No,Rents,7,19,30,75,50,30,0,50
probe_4805_b4fa40ed-afd6-4d31-9d2d-ff5811ed918e,4805,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,1,1,0,Hourly,170,No,Rents,9,4,8,6450,4000,2000,1500,6450
probe_7917_f931827a-a48d-42fc-9767-cbd98dcd751c,7917,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,3,1,2,Hourly,4519,Yes,Owns,26,50,53,75,50,30,0,30
probe_10098_63f67ea8-3c9d-4efc-96a2-c3ce9c193408,10098,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,2,2,2,1,Salaried,2175,No,Owns,35,49,59,75,50,30,0,0
probe_6202_f8943c59-240b-4328-bdfa-3f1b84518403,6202,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,1,0,Bonus,4695,No,Owns,0,6,5,50,70,80,100,70
probe_4346_c100e48b-e00e-4f8a-8299-93253d3d7ab9,4346,DEDUCTIBLE,IN-NETWORK,COST IN $,2,3,1,1,Hourly,4350,No,Rents,19,36,62,1600,600,200,0,600
probe_8836_2526bc40-327e-473e-8121-0e7a27f1e74c,8836,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,1,1,Bonus,4493,Yes,Owns,18,14,29,1600,600,200,0,600
probe_1585_2f93c38d-6b62-435a-8eeb-7a185a167fff,1585,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,2,0,Salaried,4592,Yes,Rents,16,17,35,50,70,80,100,50
probe_9357_bb6bf5c5-6ed4-41d5-9afc-f3709d42a33c,9357,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,0,0,1,Bonus,2742,No,Owns,10,10,2,20,15,10,10,10
